"drange","dlat","dlon_neg","dlon","D_to_Earl_Ross_Home","D_to_Ross_Cabin","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"0","43.6838166666667","-124.17955","124.17955","8.70753506297244","3.83221927505771","3.83221927505771","13","9297","","Winchester Bay East Basin Regulatory Lighted Buoy A","PA","43-41-01.740N","124-10-46.380W","Fl W 4s","Night","","","","White and orange.","Maintained from Jun. 1 to Sep 30.::Private Aid",""
"0","43.6836","-124.17955","124.17955","8.7073326601233","3.83242211941039","3.83242211941039","13","9299","","Winchester Bay East Basin Regulatory Lighted Buoy B","PA","43-41-00.960N","124-10-46.380W","Fl W 4s","Night","","","","White and orange.","Maintained from Jun. 1 to Sep 30.::Private Aid",""
"0","43.68285","-124.184166666667","124.184166666667","8.70828065326107","3.83474893181512","3.83474893181512","13","9287","","Winchester Bay West Basin Regulatory Lighted Buoy A","PA","43-40-58.260N","124-11-03.000W","Fl W 4s","Night","","","","White and orange.","Maintained from Jun. 1 to Sep 30.::Private Aid",""
"0","43.6821333333333","-124.182766666667","124.182766666667","8.70711110193303","3.83492652132583","3.83492652132583","13","9289","","Winchester Bay West Basin Regulatory Lighted Buoy B","PA","43-40-55.680N","124-10-57.960W","Fl W 4s","Night","","","","White and orange.","Maintained from Jun. 1 to Sep 30.::Private Aid",""
"0","43.6696066666667","-124.198843333333","124.198843333333","8.70117565254828","3.8523257812714","3.8523257812714","13","9250","","Umpqua River Regulated Navigation Area Warning Sign","FD","43-40-10.584N","124-11-55.836W","Q Y","Night","16","","","NW worded ROUGH BAR. On same structure as Umpqua River Light 6.","Lights flashing when bar is restricted to recreational and uninspected passenger vessels. Contact the nearest US Coast Guard unit for further information.",""
"0","43.6683147222222","-124.198975277778","124.198975277778","8.70001741524962","3.85358056103074","3.85358056103074","13","9240","","Umpqua River Bar Range Rear Light","FD","43-40-05.933N","124-11-56.311W","Iso R 6s","Night","47","","292 yards, 086.1?? from front light.","KRB on skeleton tower.","Visible 1.5?? each side of rangeline.",""
"0","43.6681488888889","-124.202281388889","124.202281388889","8.70105135632472","3.85490901880069","3.85490901880069","13","9235","","Umpqua River Bar Range Front Light","FD","43-40-05.336N","124-12-08.213W","Q R","Night","24","","","KRB on skeleton tower.","Visible 1.5?? each side of rangeline.",""
"0","43.6622938888889","-124.198533055556","124.198533055556","8.69424006349571","3.85905429544654","3.85905429544654","13","620","9260","Umpqua River Light","PA","43-39-44.258N","124-11-54.719W","Al WR 15s","Both","","","","White conical concrete tower.","Lighted throughout 24 hours.::Private Aid",""
"0","43.7701666666667","-124.548533333333","124.548533333333","8.92538641401063","3.89921377939641","3.89921377939641","13","8728","613","Scripps Institute Wave Recorder Lighted Buoy 46229/139","PA","43-46-12.600N","124-32-54.720W","Fl (5)Y 20s","Night","","","","Yellow sphere shaped buoy.","Private Aid",""
"0","43.4289336111111","-124.2184325","124.2184325","8.48426051336115","4.08485311072882","4.08485311072882","13","8965","","Jarvis Upper Range B Rear Light","FD","43-25-44.161N","124-13-06.357W","Iso W 6s","Night","33","","409 yards, 079.4?? from front light.","KRB on skeleton tower on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","43.4283155555556","-124.2229725","124.2229725","8.48537113959037","4.08697671019508","4.08697671019508","13","8960","","Jarvis Upper Range B Front Light","FD","43-25-41.936N","124-13-22.701W","Q W","Night","15","","","KRB on multi-pile structure.","Visible 5.5?? each side of rangeline.",""
"0","43.4244533333333","-124.215392777778","124.215392777778","8.47897256613971","4.08803882821734","4.08803882821734","13","9015","","North Bend Lower Range Rear Light","FD","43-25-28.032N","124-12-55.414W","Iso G 6s","Night","30","","159 yards, 112.2?? from front light.","KRB on skeleton tower on multi-pile structure. On same structure as North Bend Range Rear Light.","Visible all around; higher intensity on rangeline.",""
"0","43.4244533333333","-124.215392777778","124.215392777778","8.47897256613971","4.08803882821734","4.08803882821734","13","9025","","North Bend Range Rear Light","FD","43-25-28.032N","124-12-55.414W","Iso G 6s","Night","30","","167 yards, 009.2?? from front light.","KRB on skeleton tower on multi-pile structure. On same structure as North Bend Lower Range Rear Light.","Visible all around; higher intensity on rangeline.",""
"0","43.4249480555556","-124.217057777778","124.217057777778","8.48004933367884","4.08813679948835","4.08813679948835","13","9010","","North Bend Lower Range Front Light","FD","43-25-29.813N","124-13-01.408W","Q G","Night","15","","","KRB on multi-pile structure.","Visible all around; higher intensity on rangeline.",""
"0","43.4230980555556","-124.215692777778","124.215692777778","8.47782507588492","4.08941570185118","4.08941570185118","13","9020","","North Bend Range Front Light","FD","43-25-23.153N","124-12-56.494W","Q G","Night","18","","","KRB on multi-pile structure.","Visible all around; higher intensity on rangeline.",""
"0","43.4253333333333","-124.2549","124.2549","8.49451218621535","4.10074480526694","4.10074480526694","13","8978","","Douglas Fir Dock Light D","PA","43-25-31.200N","124-15-17.640W","Fl Y 4s","Night","","","","On pier.","Private Aid",""
"0","43.4249666666667","-124.257266666667","124.257266666667","8.49505921926026","4.10191006483178","4.10191006483178","13","8977","","Douglas Fir Dock Light C","PA","43-25-29.880N","124-15-26.160W","Fl Y 4s","Night","","","","On pier.","Private Aid",""
"0","43.42485","-124.258616666667","124.258616666667","8.49545728294997","4.10248851141887","4.10248851141887","13","8976","","Douglas Fir Dock Light B","PA","43-25-29.460N","124-15-31.020W","Fl Y 4s","Night","","","","On pier.","Private Aid",""
"0","43.4246166666667","-124.2601","124.2601","8.49579742681606","4.10322308685791","4.10322308685791","13","8975","","Douglas Fir Dock Light A","PA","43-25-28.620N","124-15-36.360W","Fl Y 4s","Night","","","","On dolphin.","Private Aid",""
"0","43.4036130555556","-124.213449722222","124.213449722222","8.45889874444635","4.10700316803748","4.10700316803748","13","9055","","Ferndale Lower Range Rear Light","FD","43-24-13.007N","124-12-48.419W","Iso W 6s","Night","33","","338 yards, 012.9?? from front light.","KRB on skeleton tower on multi-pile structure.","Visible 14?? each side of rangeline.",""
"0","43.42","-124.26","124.26","8.49148068537225","4.10751695163222","4.10751695163222","13","8970","","North Bend Outfall Light","PA","43-25-12.000N","124-15-36.000W","Fl Y 10s","Night","12","","","On dolphin at end of submerged outfall pipe.","Private Aid",""
"0","43.4008983333333","-124.214305277778","124.214305277778","8.45669600408109","4.10984750672016","4.10984750672016","13","9050","","Ferndale Lower Range Front Light","FD","43-24-03.234N","124-12-51.499W","Q W","Night","19","","","KRB on multi-pile structure.","Visible 14?? each side of rangeline.",""
"0","43.4216647222222","-124.271786111111","124.271786111111","8.4974542389492","4.1100680333363","4.1100680333363","13","8945","","Jarvis Upper Range A Front Light","FD","43-25-17.993N","124-16-18.430W","Q R","Night","14","","","KRB on multi-pile structure.","Visible 1.5?? each side of rangeline.",""
"0","43.4211908333333","-124.275246666667","124.275246666667","8.49831882423028","4.11172477367339","4.11172477367339","13","8950","","Jarvis Upper Range A Rear Light","FD","43-25-16.287N","124-16-30.888W","Iso R 6s","Night","48","","312 yards, 259.4?? from front light.","KRB on skeleton tower. On same structure as Jarvis Lower Range B Rear Light.","Visible 1.5?? each side of rangeline.",""
"0","43.4211833333333","-124.275250277778","124.275250277778","8.49831323820455","4.11173306386681","4.11173306386681","13","8930","","Jarvis Lower Range B Rear Light","FD","43-25-16.260N","124-16-30.901W","Iso R 6s","Night","48","","292 yards, 008.7?? from front light.","KRB on skeleton tower. On same structure as Jarvis Upper Range A Rear Light.","Visible 4?? each side of rangeline.",""
"0","43.4175244444444","-124.269978611111","124.269978611111","8.49293809279843","4.11331452211656","4.11331452211656","13","8870","","Empire Range B Rear Light","FD","43-25-03.088N","124-16-11.923W","Iso R 6s","Night","38","","509 yards, 024.8?? from front light.","KRB on skeleton tower on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","43.4188047222222","-124.275751111111","124.275751111111","8.49629888092696","4.1141362054261","4.1141362054261","13","8925","","Jarvis Lower Range B Front Light","FD","43-25-07.697N","124-16-32.704W","Q R","Night","16","","","KRB on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","43.3924805555556","-124.213895833333","124.213895833333","8.44872907672762","4.11763896292116","4.11763896292116","13","9040","","North Bend Upper Range Front Light","FD","43-23-32.930N","124-12-50.025W","Q G","Night","20","","","KRB on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","43.4137222222222","-124.272391944444","124.272391944444","8.49032504637689","4.11772045883788","4.11772045883788","13","8865","","Empire Range B Front Light","FD","43-24-49.400N","124-16-20.611W","Q R","Night","20","","","KRB on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","43.3906158333333","-124.21315","124.21315","8.44672073031022","4.11914567304982","4.11914567304982","13","9045","","North Bend Upper Range Rear Light","FD","43-23-26.217N","124-12-47.340W","Iso G 6s","Night","33","","236 yards, 163.7?? from front light.","KRB on skeleton tower on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","43.3744047222222","-124.176298611111","124.176298611111","8.41801672446207","4.12226447170366","4.12226447170366","13","9095","","Marshfield Channel Range Rear Light","FD","43-22-27.857N","124-10-34.675W","Iso W 6s","Night","29","","492 yards, 090.2?? from front light.","KRB on skeleton tower.","Visible all around.",""
"0","43.3744155555556","-124.181861944444","124.181861944444","8.4200796820922","4.12407093722279","4.12407093722279","13","9090","","Marshfield Channel Range Front Light","FD","43-22-27.896N","124-10-54.703W","Q R","Night","20","","","KRB on dolphin.","Visible all around.",""
"0","43.3781713888889","-124.206283333333","124.206283333333","8.4326154942223","4.12858285496713","4.12858285496713","13","9080","","Marshfield Range Rear Light","FD","43-22-41.417N","124-12-22.620W","Iso G 6s","Night","33","","237 yards, 018.5?? from front light.","KRB on skeleton tower.","Visible all around.",""
"0","43.3763202777778","-124.207133333333","124.207133333333","8.43121298180843","4.13061131452839","4.13061131452839","13","9075","","Marshfield Range Front Light","FD","43-22-34.753N","124-12-25.680W","Q G","Night","15","","","KRB on multi-pile structure.","Visible all around.",""
"0","43.3728738888889","-124.207176666667","124.207176666667","8.42802986717086","4.13387587507468","4.13387587507468","13","9065","","Ferndale Upper Range Front Light","FD","43-22-22.346N","124-12-25.836W","Q G","Night","15","","","KRB on multi-pile structure.","Visible all around; higher intensity on rangeline.",""
"0","43.3716205555556","-124.205738888889","124.205738888889","8.4263317261236","4.13458021585395","4.13458021585395","13","9070","","Ferndale Upper Range Rear Light","FD","43-22-17.834N","124-12-20.660W","Iso G 6s","Night","26","","199 yards, 140.1?? from front light.","KRB on skeleton tower.","Visible 4?? each side of rangeline.",""
"0","43.3930575","-124.281105277778","124.281105277778","8.47448309086681","4.14012754797283","4.14012754797283","13","8910","","Jarvis Lower Range A Front Light","FD","43-23-35.007N","124-16-51.979W","Q R","Night","23","","","KRB on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","43.3908161111111","-124.281572222222","124.281572222222","8.47258547174514","4.14239066710738","4.14239066710738","13","8915","","Jarvis Lower Range A Rear Light","FD","43-23-26.938N","124-16-53.660W","Iso R 6s","Night","40","","275 yards, 188.6?? from front light.","KRB on skeleton tower on multi-pile structure. On same structure as Coos Bay Range B Rear Light.","Visible 4?? each side of rangeline.",""
"0","43.3908030555556","-124.281584166667","124.281584166667","8.472577913136","4.14240707587675","4.14240707587675","13","8850","","Coos Bay Range B Rear Light","FD","43-23-26.891N","124-16-53.703W","Iso R 6s","Night","39","","534 yards, 043.8?? from front light.","KRW on skeleton tower, on multi-pile structure. On same structure as Jarvis Lower Range A Rear Light.","Visible 1.5?? each side of rangeline.",""
"0","43.3876344444444","-124.285753333333","124.285753333333","8.47122606010899","4.14683476072389","4.14683476072389","13","8845","","Coos Bay Range B Front Light","FD","43-23-15.484N","124-17-08.712W","Q R","Night","28","","","KRW on multi-pile structure.","Visible 1.5?? each side of rangeline.",""
"0","43.3750438888889","-124.29693","124.29693","8.46382953444424","4.16254785116654","4.16254785116654","13","8855","","Empire Range A Front Light","FD","43-22-30.158N","124-17-48.948W","Q R","Night","22","","","KRB on multi-pile structure.","Visible 1.5?? each side of rangeline.",""
"0","43.3729855555556","-124.298236111111","124.298236111111","8.4624242595867","4.16493411090443","4.16493411090443","13","8860","","Empire Range A Rear Light","FD","43-22-22.748N","124-17-53.650W","Iso R 6s","Night","35","","276 yards, 204.8?? from front light.","KRB on skeleton tower on multi-pile structure.","Visible 1.5?? each side of rangeline.",""
"0","43.3708058333333","-124.312956388889","124.312956388889","8.466032690371","4.17217455108641","4.17217455108641","13","8810","","Coos Bay Inside Range B Rear Light","FD","43-22-14.901N","124-18-46.643W","Iso W 6s","Night","43","","234 yards, 023.3?? from front light.","KRB on skeleton tower, on multi-pile structure.","Visible 5.5?? each side of rangeline.",""
"0","43.3690338888889","-124.314001388889","124.314001388889","8.46479584285224","4.17420199799904","4.17420199799904","13","8805","","Coos Bay Inside Range B Front Light","FD","43-22-08.522N","124-18-50.405W","Q W","Night","24","","","KRB on multi-pile structure.","Visible 4?? each side of rangeline.",""
